QID|QLink|QHeader
61210095|/questions/61210095/how-to-activate-gpu-computing-in-google-colab|How to activate GPU computing in Google colab?
61199034|/questions/61199034/torch-optimisers-with-different-scaled-parameters|Torch optimisers with different scaled parameters
61194941|/questions/61194941/how-can-we-provide-the-output-of-a-linear-layer-to-a-conv2d-in-pytorch|How can we provide the output of a Linear layer to a Conv2D in PyTorch?
61193517|/questions/61193517/how-does-batchnorm1d-method-whithin-the-torch-library-work|how does BatchNorm1d() method whithin the torch library work?
61120314|/questions/61120314/cannot-launch-gunicorn-flask-app-with-torch-model-on-the-docker|Cannot launch gunicorn flask app with torch model on the docker
61117361|/questions/61117361/how-to-use-custom-torch-autograd-function-in-nn-sequential-model|How to use custom torch.autograd.Function in nn.Sequential model
61116039|/questions/61116039/pytorch-model-throwing-error-for-list-of-layers|PyTorch Model throwing error for list of layers
61113563|/questions/61113563/pytorch-broadcast-multiplication-of-4d-and-2d-matrix|PyTorch broadcast multiplication of 4D and 2D matrix?
61092523|/questions/61092523/what-is-running-loss-in-pytorch-and-how-is-it-calculated|What is running loss in PyTorch and how is it calculated
61031110|/questions/61031110/how-to-index-a-3-d-tensor-with-2-d-tensor-in-pytorch|How to index a 3-d tensor with 2-d tensor in pytorch?
61014484|/questions/61014484/how-to-properly-run-my-project-using-gpu|How to properly run my project using GPU?
60910277|/questions/60910277/a-problem-when-trying-to-replace-parameters-in-a-lua-file|a problem when trying to replace parameters in a lua file
60908616|/questions/60908616/pytorch-list-object-has-no-attribute-to|Pytorch List object has no attribute ‘to’
60802614|/questions/60802614/how-to-get-alignment-or-attention-information-for-translations-produced-by-a-tor|how to get alignment or attention information for translations produced by a torch hub model?
60768525|/questions/60768525/torch-backpropagate-gradients-without-updating-variables|Torch: backpropagate gradients without updating variables
60744928|/questions/60744928/installing-torch-using-pip-visual-studio|Installing torch using pip / Visual Studio [duplicate]
60696153|/questions/60696153/why-does-a-torch-gradient-increase-linearly-every-time-the-function-is-backpropa|Why does a torch gradient increase linearly every time the function is backpropagated?
60652184|/questions/60652184/visualize-text-classes-in-a-scatter-plot|Visualize text classes in a scatter-plot
60651684|/questions/60651684/inverted-colors-in-tensorboard-summarywriter-add-image-function|Inverted colors in Tensorboard SummaryWriter add_image() function
60619886|/questions/60619886/torch-squeeze-and-the-batch-dimension|Torch squeeze and the batch dimension
60593317|/questions/60593317/any-guarantees-that-torch-wont-mess-up-with-an-already-allocated-cuda-array|Any guarantees that Torch won't mess up with an already allocated CUDA array?
60537594|/questions/60537594/tensor-output-from-final-layer-is-of-the-wrong-shape-in-pytorch|Tensor output from final layer is of the wrong shape in PyTorch
60509420|/questions/60509420/pytorch-different-output-on-different-cuda-device-for-fasterrcnn-maskrcnn|PyTorch : Different output on different cuda device for FasterRCNN/MaskRCNN
60475895|/questions/60475895/pytorch-upsample-bilinear2d-out-frame-not-implemented-for-byte|"Pytorch ""upsample_bilinear2d_out_frame"" not implemented for 'Byte'"
60463381|/questions/60463381/how-to-convert-an-list-of-image-into-pytorch-tensor|How to convert an list of image into Pytorch Tensor
60460961|/questions/60460961/pytorch-efficiently-interleave-two-tensors-in-a-custom-order|PyTorch: efficiently interleave two tensors in a custom order
60442272|/questions/60442272/how-to-change-certain-values-in-a-torch-tensor-based-on-an-index-in-another-torc|How to change certain values in a torch tensor based on an index in another torch tensor?
60434505|/questions/60434505/why-is-torchnonzero-very-slow|why is torch::nonzero() very slow?
60429267|/questions/60429267/how-to-use-an-optimizer-within-a-forward-pass-in-pytorch|How to use an optimizer within a forward pass in PyTorch
60375523|/questions/60375523/how-to-install-torch-package-through-terminal-or-through-pycharm|how to install torch package through terminal or through pycharm
60342869|/questions/60342869/pytorch-runtime-error-the-size-of-tensor-a-5-must-match-the-size-of-tensor-b|Pytorch Runtime Error - The size of tensor a (5) must match the size of tensor b (3) at non-singleton dimension
60315009|/questions/60315009/how-to-turn-on-off-flashlight-when-camera-in-use|How to turn on/off flashlight when camera in use?
60265025|/questions/60265025/read-multiple-gz-file-and-return-it-in-one-tensor|Read multiple .gz file and return it in one tensor
60219999|/questions/60219999/how-to-resolve-eta-00001killed|How to resolve eta 0:00:01Killed?
60146023|/questions/60146023/attributeerror-module-tensorflow-has-no-attribute-io|AttributeError: module 'tensorflow' has no attribute 'io'
60060080|/questions/60060080/fast-numpy-torch-syntax-to-pool-rows-with-same-column-value|Fast numpy/torch syntax to pool rows with same column value
60021722|/questions/60021722/errow-showing-resnet-object-has-no-attribute-classifier|Errow Showing :'ResNet' object has no attribute 'classifier'
59986205|/questions/59986205/pytorch-1-2-0-error-on-crossentropyloss-only-batches-of-spatial-targets-support|Pytorch-1.2.0 Error on CrossEntropyLoss: only batches of spatial targets supported (3D tensors) but got targets of dimension
59944375|/questions/59944375/error-when-installing-pytext-nlp-error-no-matching-distribution-found-for-tor|Error when installing pytext-nlp : ERROR: No matching distribution found for torch==1.3.1 (from pytext-nlp)
59939481|/questions/59939481/pytorch-python-c-inconsistent-results-from-shared-model|PyTorch Python && C++ inconsistent results from shared model
59931584|/questions/59931584/an-error-occurred-when-calling-pytorch-from-c|An error occurred when calling PyTorch from C++
59909613|/questions/59909613/expected-4-dimensional-input-for-4-dimensional-weight-30-1-5-5-0-but-got-5-dime|Expected 4-dimensional input for 4-dimensional weight 30 1 5 5 0, but got 5-dimensional input of size [4, 2, 1, 256, 256] instead
59850816|/questions/59850816/how-to-implement-tent-activation-function-in-pytorch|how to implement tent activation function in pytorch?
59804450|/questions/59804450/torch-with-cuda10|Torch with CUDA10
59736822|/questions/59736822/torch-cuda-is-available-returns-false|torch.cuda.is_available() returns false
59666923|/questions/59666923/what-does-torchvision-transforms-resizesize-interpolation-2-actually-do|What does torchvision.transforms.Resize(size, interpolation=2) actually do?
59604918|/questions/59604918/pytorch-mask-tensor-with-boolean-numpy-array|Pytorch mask tensor with boolean numpy array
59585944|/questions/59585944/problem-modulenotfounderror-no-module-named-torch-c|Problem ModuleNotFoundError: No module named 'torch._C'
59549980|/questions/59549980/language-translation-using-torchtext-pytorch|Language translation using TorchText (PyTorch)
59525805|/questions/59525805/torch-multiprocessing-queue-yields-no-speedup|torch.multiprocessing.Queue yields no speedup
59510603|/questions/59510603/runtimeerror-expected-4-dimensional-input-for-4-dimensional-weight-32-4-8-8|RuntimeError: Expected 4-dimensional input for 4-dimensional weight [32, 4, 8, 8], but got 2-dimensional input of size [1, 4] instead
59494681|/questions/59494681/how-do-i-create-a-torch-diagonal-matrices-with-different-element-in-each-batch|How do I create a torch diagonal matrices with different element in each batch?
59479648|/questions/59479648/pytorch-split-gives-wrong-answer|pytorch split gives wrong answer
59459385|/questions/59459385/problems-in-lua-and-torch-installation-and-importing-libraries|Problems in Lua and Torch installation, and importing libraries
59427269|/questions/59427269/freezing-all-the-layers-but-fcn-head-in-fcn-resnet101-pytorch|Freezing all the layers but FCN head in FCN_ResNet101 Pytorch
59358141|/questions/59358141/pytorch-is-installed-but-is-not-working-on-ubuntu-18-04|Pytorch is installed but is not working on ubuntu 18.04
59308202|/questions/59308202/using-tensorboard-in-pytorch-but-get-blank-page|Using tensorboard in pytorch, but get blank page?
59293407|/questions/59293407/how-can-i-dismiss-some-classes-when-creating-dataset-in-pytorch|How can I dismiss some classes when creating dataset in pytorch?
59280816|/questions/59280816/is-there-a-way-sort-eigenvalues-and-associated-eigenvectors-in-pytorch|Is there a way sort eigenvalues and associated eigenvectors in pytorch?
59237590|/questions/59237590/having-an-issue-running-python-code-in-terminal|Having an issue running Python Code in terminal
59184616|/questions/59184616/pytorch-storage-has-wrong-size-while-loading-state-dict-from-gpu-on-cpu|Pytorch: Storage has wrong size while loading state_dict from GPU on CPU
59177430|/questions/59177430/multi-class-for-sentence-classification-with-pytorch-using-nn-lstm|Multi-class for sentence classification with pytorch (Using nn.LSTM)
59149275|/questions/59149275/stacking-tensors-in-a-list-of-tuples-of-tensors|Stacking tensors in a list of tuples of tensors
59136777|/questions/59136777/runtimeerror-element-0-of-tensors-does-not-require-grad-and-does-not-have-a-gra|RuntimeError: element 0 of tensors does not require grad and does not have a grad_fn
59127541|/questions/59127541/whats-different-between-convolution-layer-in-torchi-e-nn-spatialconvolution|What's different between convolution layer in `Torch`(i.e `nn.SpatialConvolution`) and convolution layer in `Pytorch`(i.e `torch.nn.Conv2d`)
59120553|/questions/59120553/how-to-use-gensim-with-pytorch-to-create-an-intent-classifier-with-lstm-nn|How to use gensim with pytorch to create an intent classifier (With LSTM NN)?
59103555|/questions/59103555/pytorch-why-is-the-loss-unchanging-in-this-simple-example|PyTorch: why is the loss unchanging, in this simple example?
59019399|/questions/59019399/i-define-a-loss-function-but-backward-present-error-to-me-could-someone-tell-me|I define a loss function but backward present error to me could someone tell me how to fix it
59008359|/questions/59008359/how-to-install-torch-properly|How to install torch properly?
59008098|/questions/59008098/debugging-neural-network-dropout-problem-for-the-probability-not-lying-inside-0|Debugging neural network dropout problem for the probability not lying inside [0,1]
58997461|/questions/58997461/how-to-extract-images-labels-from-csv-file-and-create-a-trainset-using-torch|How to extract images, labels from csv file and create a trainset using torch?
58979779|/questions/58979779/berttokenizer-when-encoding-and-decoding-sequences-extra-spaces-appear|BertTokenizer - when encoding and decoding sequences extra spaces appear
58938555|/questions/58938555/pytorch-convolution-why-four-dimensions|PyTorch Convolution - Why four dimensions?
58884657|/questions/58884657/one-hot-encode-list-of-words-at-the-character-level-without-looping-over-resulti|one-hot-encode list of words at the character level without looping over resulting tensor
58865983|/questions/58865983/pytorch-thcudacheck-fail-file-aten-src-thc-thccachinghostallocator-cpp-lin|PyTorch - `THCudaCheck FAIL file=..\aten\src\THC\THCCachingHostAllocator.cpp line=278 error=719 : unspecified launch failure` after a few epochs?
58826114|/questions/58826114/ran-out-of-ram-while-training-lstm|Ran out of Ram while training LSTM
58806734|/questions/58806734/problems-installing-torch-on-windows-10-with-torch-distro|Problems installing Torch on Windows 10 with torch/distro
58742925|/questions/58742925/bad-argument-1-to-narrow-number-expected-got-nil|bad argument #1 to 'narrow' (number expected, got nil)
58739752|/questions/58739752/aws-lambda-fails-for-torch-python|AWS Lambda fails for torch (python)
58699500|/questions/58699500/module-cudnn-not-found|module 'cudnn' not found
58687028|/questions/58687028/how-do-i-augment-data-after-spliting-traininng-datset-into-train-and-validation|How do I augment data after spliting traininng datset into train and validation set for CIFAR10 using PyTorch?
58682211|/questions/58682211/assigning-multiple-different-slices-of-a-numpy-torch-axis-simultaneously|Assigning multiple different slices of a numpy/torch axis simultaneously
58671916|/questions/58671916/in-torch-distributed-how-to-average-gradients-on-different-gpus-correctly|In torch.distributed, how to average gradients on different GPUs correctly?
58660031|/questions/58660031/how-to-compute-pairwise-distance-between-point-set-and-lines-in-pytorch|How to compute pairwise distance between point set and lines in PyTorch?
58636444|/questions/58636444/multiplication-between-4d-and-4d-tensors-not-yet-supported|multiplication between 4D and 4D tensors not yet supported
58602619|/questions/58602619/loading-and-saving-c-torch-model-in-python-and-another-os|Loading and Saving C++ torch model in Python and another OS
58547160|/questions/58547160/error-symeig-cpu-the-algorithm-failed-to-converge-6-off-diagonal-elements-of|Error: symeig_cpu: the algorithm failed to converge: 6 off-diagonal elements of an intermediate tridiagonal form did not converge to zero
58530117|/questions/58530117/deleting-rows-in-torch-tensor|Deleting Rows in Torch Tensor
58512953|/questions/58512953/gradient-flow-stopped-on-a-combined-model|Gradient flow stopped on a combined model
58491070|/questions/58491070/copy-construct-from-a-tensor-user-warning|copy construct from a tensor: USER WARNING
58456744|/questions/58456744/opencv-3-1-0-with-python-3-7|Opencv 3.1.0 with python 3.7
58452620|/questions/58452620/getting-torch-to-recognize-gpu|Getting Torch to recognize GPU
58413341|/questions/58413341/pytoch-importing-torchvision-on-macos-catalina-problem|Pytoch, importing TorchVision on macOS Catalina problem
58403385|/questions/58403385/wavelet-2d-scattering-transform-of-an-input-image|Wavelet 2D Scattering transform of an input image
58383390|/questions/58383390/distill-bert-and-svm-for-text-classification|Distill bert and svm for text classification
58382401|/questions/58382401/convert-list-of-two-dimensional-dataframe-to-torch-tensor|Convert list of two dimensional DataFrame to Torch Tensor
58339835|/questions/58339835/unable-to-download-saved-model-from-online-resource-pickle-error|Unable to download saved model from online resource, pickle error
58339302|/questions/58339302/unboundlocalerror-local-variable-labels-referenced-before-assignment-white-tr|UnboundLocalError: local variable 'labels' referenced before assignment white training for object detection using torch and yolov3
58335410|/questions/58335410/error-caskroom-cask-was-moved-tap-homebrew-cask-cask-instead|Error: caskroom/cask was moved. Tap homebrew/cask-cask instead
58302739|/questions/58302739/pytorch-how-i-can-expand-dimension-in-tensor-from-1-2-3-to-1-2-3-4|Pytorch. How I can expand dimension in tensor (from [[1, 2, 3]] to [[1, 2, 3, 4]])?
58256194|/questions/58256194/pytorch-make-customized-gradient-update-with-label|pytorch make customized gradient update with label
58187686|/questions/58187686/extract-sub-tensor-in-pytorch|Extract sub tensor in PyTorch
58122223|/questions/58122223/rebuild-torch-tensor-from-its-batchified-version|rebuild torch tensor from its batchified version
58097924|/questions/58097924/how-to-create-variable-names-in-loop-for-layers-in-pytorch-neural-network|How to create variable names in loop for layers in pytorch neural network
58024561|/questions/58024561/segmentation-fault-thrown-when-importing-cudnn|Segmentation fault thrown when importing cudnn
58022846|/questions/58022846/numpy-argmax-in-array-with-multiple-brackets|numpy argmax in array with multiple brackets
57998233|/questions/57998233/error-with-packages-that-cause-oserror-winerror-193-1-is-not-a-valid-win32-a|Error with packages that cause OSError: [WinError 193] %1 is not a valid Win32 application
57993939|/questions/57993939/convert-n-dimensional-numpy-array-into-torch-tensor|Convert n-dimensional numpy array into torch tensor
57933781|/questions/57933781/how-pytorch-tensor-get-the-index-of-elements|How Pytorch Tensor get the index of elements? [duplicate]
57893415|/questions/57893415/pytorch-dataloader-for-time-series-task|PyTorch: Dataloader for time series task
57875887|/questions/57875887/flashlight-fragment-android-studio|Flashlight Fragment Android Studio
57863907|/questions/57863907/pytorch-questions-how-to-add-bias-term-and-extract-its-value-class-vs-sequenti|pytorch questions: how to add bias term and extract its value? class vs sequential model? and softmax
57835948|/questions/57835948/how-to-install-pytorch-in-python2-7|how to install pytorch in python2.7?
57814535|/questions/57814535/assertionerror-torch-not-compiled-with-cuda-enabled-in-spite-upgrading-to-cud|"""AssertionError: Torch not compiled with CUDA enabled"" in spite upgrading to CUDA version"
57758281|/questions/57758281/pytorch-groupnorm-with-momentum|pytorch - GroupNorm with momentum
57570793|/questions/57570793/why-my-tensor-defined-in-forward-function-can-not-be-transformed-in-to-cuda-vari|Why my tensor defined in forward function can not be transformed in to cuda variable autonomously?
57494217|/questions/57494217/pytorch-visualize-model-while-training|Pytorch: Visualize model while training
57491279|/questions/57491279/torch-utils-ffi-is-deprecated-how-to-use-cpp-extensions-instead|torch.utils.ffi is deprecated. How to use cpp extensions instead?
57467701|/questions/57467701/pytorch-call-other-module-in-for-loop-over-rnn-timesteps|Pytorch: call other Module in for-loop over RNN timesteps
57459067|/questions/57459067/how-can-i-import-dense3d-and-use-it-in-code|"how can I import ""Dense3D"" and use it in code?"
57431871|/questions/57431871/distributed-why-all-gpus-are-giving-the-same-output|(Distributed) Why all gpus are giving the same output?
57382368|/questions/57382368/importerror-cannot-import-name-voc-from-data-unknown-location|ImportError: cannot import name 'voc' from 'data' (unknown location)
57376646|/questions/57376646/how-can-i-plot-a-tensor|How can I plot a tensor?
57266256|/questions/57266256/importerror-cannot-import-name-warmup-linear|ImportError: cannot import name 'warmup_linear'
57261314|/questions/57261314/pytorch-pretrained-model-not-recognizing-my-image|Pytorch pretrained model not recognizing my image
57241159|/questions/57241159/how-to-install-torch-on-windows-10|How to install Torch on Windows 10?
57183226|/questions/57183226/mlp-construction-with-a-tesnor-as-input|MLP Construction with a Tesnor as input
57172776|/questions/57172776/installing-luajit-luarocks-torch7-on-windows-10-with-vs2013-x64-or-vs2017-x64-f|Installing LuaJIT LuaRocks Torch7 on Windows 10 with VS2013 x64 or VS2017 x64 (fail at Torch7)
57110095|/questions/57110095/how-to-encode-a-rgb-image-to-an-n-class-one-hot-tensor-in-pytorch|How to encode a RGB Image to an n_class One Hot Tensor in PyTorch
57061969|/questions/57061969/jsonpickle-decode-not-executing-in-flask|jsonpickle.decode() not executing in Flask
56966499|/questions/56966499/feeding-torch-objects-from-csv-to-learn|Feeding Torch objects from csv to learn
56961159|/questions/56961159/why-does-this-line-not-instantiate-a-class|Why does this line not instantiate a class?
56940524|/questions/56940524/combination-of-torch-cat-and-torchvision-transforms-leeds-to-zero-tensor|Combination of torch.cat and torchvision.transforms leeds to zero tensor
56849779|/questions/56849779/torch-imports-in-python-in-terminal-but-not-in-spyder|Torch imports in python in terminal, but not in spyder
56799616|/questions/56799616/how-torch-tensor-backward-works|How torch.Tensor.backward() works?
56791080|/questions/56791080/pytorch-tabulardataset-cant-load-a-large-file|pytorch TabularDataset: can't load a large file?
56741108|/questions/56741108/pytorch-getting-the-typeerror-pic-should-be-pil-image-or-ndarray-got-class|PyTorch - Getting the 'TypeError: pic should be PIL Image or ndarray. Got <class 'numpy.ndarray'>' error
56729139|/questions/56729139/faster-way-to-do-multiple-embeddings-in-pytorch|Faster way to do multiple embeddings in PyTorch?
56649583|/questions/56649583/fastai-vision-import-error-how-to-fix-the-import-error-so-i-can-use-imagedatabu|fastai.vision Import Error: How to fix the import error so I can use ImageDataBunch.from_folder?
56542305|/questions/56542305/why-are-numpy-and-torch-so-much-faster-than-r-for-matrix-multiplication|Why are numpy and torch so much faster than R for matrix multiplication?
56452900|/questions/56452900/typeerror-cant-assign-a-str-to-a-torch-longtensor-pytoch|TypeError: can't assign a str to a torch.LongTensor pytoch
56435961|/questions/56435961/how-to-access-the-network-weights-while-using-pytorch-nn-sequential|How to access the network weights while using PyTorch 'nn.Sequential'?
56435430|/questions/56435430/error-inserting-torch-tensors-into-a-heapq-using-duplicated-priorities|Error inserting torch tensors into a heapq using duplicated priorities
56435285|/questions/56435285/how-to-apply-operations-after-uniform-form-torch-in-python|How to apply operations after uniform_ form torch in Python?
56401225|/questions/56401225/why-are-there-3-pythons-installed-on-my-computer|Why are there 3 pythons installed on my computer?
56360644|/questions/56360644/pytorch-runtimeerror-expected-tensor-for-argument-1-indices-to-have-scalar-t|Pytorch RuntimeError: Expected tensor for argument #1 'indices' to have scalar type Long; but got CUDAType instead
56218131|/questions/56218131/zlib-error-error-5-while-decompressing-data-incomplete-or-truncated-stream|zlib.error: Error -5 while decompressing data: incomplete or truncated stream
56166455|/questions/56166455/how-to-use-torch-to-speed-up-some-common-computations|How to use torch to speed up some common computations?
56073660|/questions/56073660/how-to-fix-error-for-installing-cutorch-with-luarocks|how to fix error for installing cutorch with luarocks
56067943|/questions/56067943/explanation-of-cpu-and-gpu-time-with-torch-autograd-profiler-in-cuda-mode|Explanation of CPU and GPU time with torch autograd profiler in CUDA mode
56033173|/questions/56033173/kmnist-runtimeerror-output-with-shape-1-28-28-doesnt-match-the-broadcast|KMNIST: RuntimeError: output with shape [1, 28, 28] doesn't match the broadcast shape [3, 28, 28]
56026555|/questions/56026555/setting-device-for-pytorch-version-0-3-1-post2|Setting device for pytorch version 0.3.1.post2
56001591|/questions/56001591/vector-multiplication-in-pytorch|vector multiplication in pytorch
55983122|/questions/55983122/pytorch-runtimeerror-expected-object-of-backend-cpu-but-got-backend-cuda-for|PyTorch - RuntimeError: Expected object of backend CPU but got backend CUDA for argument #2 'weight'
55943259|/questions/55943259/fastai-v1-pytorch-custom-model|FastAI v1 PyTorch Custom Model
55942863|/questions/55942863/different-results-with-cv2-gaussianblur-and-cv2-filter2d-with-a-gaussian-kernel|Different results with cv2.GaussianBlur and cv2.filter2D with a gaussian kernel?
55923119|/questions/55923119/error-in-torch-package-on-virtual-env-pycharm|Error in torch package on virtual env pycharm
55876260|/questions/55876260/how-to-plot-loss-from-training-log-using-torch-framework|How to plot loss from training log using Torch Framework
55847371|/questions/55847371/how-to-fix-errors-in-loading-state-dict-for-awd-lstm-when-using-fast-ai|How to fix 'Error(s) in loading state_dict for AWD_LSTM' when using fast-ai
55820303|/questions/55820303/fixing-the-seed-for-torch-random-split|Fixing the seed for torch random_split()
55819787|/questions/55819787/how-to-alter-andrej-carpathys-char-rnn-to-use-non-text-data-types|how to alter andrej carpathys char rnn to use non text data types
55805242|/questions/55805242/typeerror-view-takes-at-most-2-arguments-3-given|TypeError: view() takes at most 2 arguments (3 given)
55799518|/questions/55799518/module-cudnn-not-foundno-luarocks-module-found-for-cudnn|Module 'cudnn' not found:No LuaRocks module found for cudnn
55799496|/questions/55799496/pre-trained-model-in-pytorch|Pre-trained model in Pytorch
55785167|/questions/55785167/when-using-opencl-with-torch-lua-uses-integrated-graphics-not-dedicated-gpu|When using opencl with torch, lua uses integrated graphics not dedicated gpu
55720464|/questions/55720464/creating-a-simple-1d-cnn-in-pytorch-with-multiple-channels|Creating a Simple 1D CNN in PyTorch with Multiple Channels
55717751|/questions/55717751/torch-cuda-is-available-keeps-switching-to-false|Torch.cuda.is_available() keeps switching to False
55700113|/questions/55700113/c-program-using-torch-compiles-but-cannot-load-libtorch-so-at-runtime|C++ program using torch compiles, but cannot load libtorch.so at runtime
55650582|/questions/55650582/importing-torch-failed-when-lazyimported-cv2-first|Importing torch failed when lazyimported cv2 first
55636577|/questions/55636577/why-does-torch-use-700mb-of-gpu-memory-when-predicting-with-a-1-5mb-network|Why does Torch use ~700mb of GPU memory when predicting with a 1.5mb network
55650582|/questions/55650582/importing-torch-failed-when-lazyimported-cv2-first|Importing torch failed when lazyimported cv2 first
55636577|/questions/55636577/why-does-torch-use-700mb-of-gpu-memory-when-predicting-with-a-1-5mb-network|Why does Torch use ~700mb of GPU memory when predicting with a 1.5mb network
55632514|/questions/55632514/tracerwarning-converting-a-tensor-to-a-python-index-might-cause-the-trace-to-be|TracerWarning: Converting a tensor to a Python index might cause the trace to be incorrect
55563376|/questions/55563376/pytorch-how-does-pin-memory-work-in-dataloader|Pytorch. How does pin_memory work in Dataloader?
55550641|/questions/55550641/unable-to-load-one-hot-labels-in-a-torchtext-iterator-valueerror-too-many-dim|Unable to load one-hot labels in a torchtext iterator ( ValueError: too many dimensions 'str')
55529236|/questions/55529236/how-to-dynamically-index-the-tensor-in-pytorch|How to dynamically index the tensor in pytorch?
55521547|/questions/55521547/no-module-named-torch-nn-found|No module named torch.nn found
55476131|/questions/55476131/error-libtorch-python-so-cannot-open-shared-object-file-no-such-file-or-direct|Error libtorch_python.so: cannot open shared object file: No such file or directory
55473368|/questions/55473368/h5py-randomly-unable-to-open-object-component-not-found|h5py randomly unable to open object (component not found)
55373014|/questions/55373014/how-to-use-spatial-transformer-to-crop-the-image-in-pytorch|How to use spatial transformer to crop the image in pytorch?
55368921|/questions/55368921/in-colaboratory-cuda-cannot-be-used-for-the-torch|In Colaboratory, CUDA cannot be used for the torch
55368861|/questions/55368861/torch-allocates-zero-gpu-memory-on-pytorch|Torch allocates zero GPU memory on PyTorch
55343893|/questions/55343893/how-to-do-parallel-processing-in-pytorch|How to do parallel processing in pytorch
55278566|/questions/55278566/runtimeerror-expected-object-of-backend-cuda-but-got-backend-cpu-for-argument|RuntimeError: Expected object of backend CUDA but got backend CPU for argument: ret = torch.addmm(torch.jit._unwrap_optional(bias), input, weight.t())
55274076|/questions/55274076/pytorch-gpu-is-not-used-by-tensors-despite-cuda-support-is-detected|PyTorch - GPU is not used by tensors despite CUDA support is detected
55240060|/questions/55240060/windows-10-ubuntu-shell-cuda-driver-version-is-insufficient|"Windows 10 Ubuntu Shell ""CUDA driver version is insufficient"""
55147282|/questions/55147282/convert-a-torch-t7-model-to-keras-h5|Convert a torch t7 model to keras h5
55054009|/questions/55054009/runtimeerror-invalid-argument-0-sizes-of-tensors-must-match-except-in-dimensio|RuntimeError: invalid argument 0: Sizes of tensors must match except in dimension 0. Got 3 and 1 in dimension 1
55009884|/questions/55009884/python-cant-find-torch-module|Python can't find torch module
54886182|/questions/54886182/how-to-convert-a-model-from-torch-to-pytorch-or-caffe-or-any-other-model|How to convert a model from torch to pytorch or caffe or any other model?
54867507|/questions/54867507/creating-anaconda-environment-satisfying-prerequisites-below|Creating Anaconda environment satisfying prerequisites below
54777867|/questions/54777867/what-is-the-pytorch-equivalent-to-torchs-module-backward|What is the PyTorch equivalent to torch's module.backward()?
54776022|/questions/54776022/how-to-stick-a-list-of-block-tensors-to-form-a-larger-tensor-in-pytorch|How to stick a list of block tensors to form a larger tensor in PyTorch
54695953|/questions/54695953/importerror-dll-load-failed-the-specified-module-could-not-be-found-torch-is|ImportError: DLL load failed: The specified module could not be found. (Torch issues)
54685444|/questions/54685444/optional-tensors-in-pytorch-c-extension|Optional tensors in PyTorch c++ extension
54665137|/questions/54665137/how-to-give-a-batch-of-frames-to-the-model-in-pytorch-c-api|How to give a batch of frames to the model in pytorch c++ api?
54628366|/questions/54628366/is-there-some-option-to-require-luajit-lib-to-lua5-2-or-some-simple-solution-to|Is there some option to require luajit lib to lua5.2 or some simple solution to build torch for lua5.2 on windows
54601472|/questions/54601472/constrain-kernel-filters-to-only-have-entries-of-1-0-or-1|Constrain kernel filters to only have entries of -1, 0 or 1?
54489459|/questions/54489459/how-to-typecast-a-float-tensor-into-long-tensor-without-rounding-error|How to typecast a float tensor into long tensor without rounding error?
54484744|/questions/54484744/ios-how-to-check-on-off-status-of-flashlight-torch-flash|iOS - How to check on/off status of Flashlight / Torch / Flash
54473620|/questions/54473620/about-custom-operations-in-tensorflow-and-pytorch|About custom operations in Tensorflow and PyTorch
54455809|/questions/54455809/openface-giving-issues-with-crontab|OpenFace giving issues with crontab
54451131|/questions/54451131/how-to-unpickle-infersent-and-load-model|How to unpickle inferSent and load model?
54435133|/questions/54435133/net-load-state-dicttorch-loadrnn-x-epoch-net-not-working-on-cpu|net.load_state_dict(torch.load('rnn_x_epoch.net')) not working on cpu
54408973|/questions/54408973/name-c-is-not-defined-pytorchjupyter-notebook|name '_C' is not defined pytorch+jupyter notebook
54408349|/questions/54408349/libjpeg-package-not-found-in-torch|libjpeg package not found in torch?
54317378|/questions/54317378/set-neural-network-initial-weight-values-in-c-torch|Set neural network initial weight values in C++ torch
54310861|/questions/54310861/pytorch-median-is-it-bug-or-am-i-using-it-wrong|Pytorch median - is it bug or am I using it wrong
54274089|/questions/54274089/runtimeerror-pytorch-does-not-currently-provide-packages-for-pypi|RuntimeError: PyTorch does not currently provide packages for PyPI
54242128|/questions/54242128/torch-cyclegan-model-loaded-using-opencv-doesnt-output-desired-image|Torch cyclegan model loaded using opencv doesn't output desired image
54220042|/questions/54220042/how-do-you-generate-an-onnx-representation-of-a-pytorch-bert-pretrained-neural-n|how do you generate an ONNX representation of a pytorch bert pretrained neural network?
54205116|/questions/54205116/torch-c-api-to-check-nan|Torch C++: API to check NAN
54200785|/questions/54200785/torch-c-getting-the-value-of-a-int-tensor-by-using-dataint|Torch C++: Getting the value of a int tensor by using *.data<int>()
54153506|/questions/54153506/steps-to-run-a-lua-project-from-the-github|Steps to run a lua project from the github
54107156|/questions/54107156/modulenotfounderror-no-module-named-torch-utils-serialization|ModuleNotFoundError: No module named 'torch.utils.serialization'
54096158|/questions/54096158/how-to-fix-cannot-initialize-type-tensorproto-datatype-error-while-importing-t|How to fix 'cannot initialize type TensorProto DataType' error while importing torch?
54058716|/questions/54058716/how-to-pre-load-numpy-data-into-a-buffer-like-io-bytesio-to-make-it-seekable|How to pre-load numpy data into a buffer like io.BytesIO to make it seekable?
53987380|/questions/53987380/how-does-torch-empty-calculate-the-values|How does torch.empty calculate the values?
53971611|/questions/53971611/neural-network-pruning-mechanism|Neural Network pruning mechanism
